RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure
4748,15702380,De Luca,663,Spain,Male,64,6
4749,15759067,Bromby,537,Germany,Female,37,7
4750,15683027,Chang,570,Germany,Male,29,4
4751,15597487,Hunter,850,France,Female,35,5
4752,15763256,Sheppard,661,Germany,Female,64,8
4753,15620111,Fan,659,France,Male,54,8
4754,15623053,Muir,454,Spain,Male,40,2
4755,15595592,Lai,708,France,Female,59,2
4756,15740072,Padovesi,720,France,Female,37,2
4757,15778005,Kemp,785,France,Female,39,1
4758,15583278,Greece,743,Spain,Female,36,8
4759,15601263,Young,493,Spain,Female,48,7
4760,15709222,Chukwueloka,557,Spain,Male,34,3
4761,15713949,Woods,850,France,Male,40,1
4762,15717706,Forbes,799,France,Female,32,3
4763,15756071,Kang,756,France,Male,34,1
4764,15696564,Nweke,752,France,Male,38,0
4765,15657637,Ts'ui,696,Spain,Female,36,3
4766,15755863,Milano,630,Spain,Female,49,1
4767,15719858,Chao,659,Spain,Female,38,9
4768,15688876,Wan,685,Spain,Male,39,9
4769,15698528,Napolitani,599,Spain,Female,31,3
4770,15770345,Kovaleva,559,Spain,Female,31,1
4771,15761506,Russell,615,Spain,Male,19,5
4772,15716619,Chiebuka,580,Germany,Female,36,3
4773,15788367,Ellis,487,Spain,Male,44,6
4774,15709451,Gordon,646,Germany,Female,35,1
4775,15640421,Conway,811,France,Female,35,7
4776,15580068,Buccho,526,Spain,Male,35,5
4777,15677123,Aksyonova,767,Spain,Male,37,7
4778,15619801,Batty,548,France,Female,33,1
4779,15582246,Rowe,737,Spain,Female,45,2
4780,15711843,Pisani,613,Germany,Male,40,1
4781,15680046,Onochie,711,Spain,Male,36,8
4782,15804131,Farmer,850,Spain,Female,53,7
4783,15722611,Cameron,752,France,Female,53,8
4784,15729224,Jennings,710,France,Female,37,5
4785,15811588,Eluemuno,664,Spain,Female,53,7
4786,15702138,Swift,510,France,Female,22,3
4787,15749799,Pisani,577,France,Female,34,2
4788,15752885,Nnonso,529,France,Male,42,1
4789,15674932,Cameron,757,Spain,Female,44,9
4790,15743828,Stevens,691,France,Male,41,2
4791,15642022,Zito,621,Spain,Male,34,8
4792,15746461,Taylor,709,Spain,Male,35,2
4793,15809991,Ferrari,756,Spain,Male,19,4
4794,15787322,Yeh,788,France,Female,41,6
4795,15575498,Gould,705,France,Female,39,5
4796,15691387,Agafonova,483,France,Male,29,9
4797,15765457,Fowler,719,Spain,Male,35,1
4798,15666173,Chidumaga,793,Germany,Female,32,1
4799,15627377,Sabbatini,593,France,Male,41,6
4800,15656683,Johnson,551,France,Male,52,1
4801,15679810,Chapman,690,France,Male,39,6
4802,15606310,Birk,823,France,Male,71,5
4803,15756871,Capon,512,Spain,Male,39,3
4804,15610002,Chidubem,802,Spain,Male,41,5
4805,15567802,Childs,450,Spain,Female,34,2
4806,15745452,Sun,651,Germany,Male,41,1
4807,15617252,Lung,697,France,Female,33,1
4808,15753248,Tao,611,France,Male,28,2
4809,15610755,Napolitano,643,France,Female,33,0
4810,15662238,Davis,822,France,Male,37,3
4811,15799186,Sagese,632,France,Male,38,4
4812,15686941,Hutchinson,575,Spain,Female,26,7
4813,15601172,Nelson,672,France,Male,31,6
4814,15723858,Schiavone,517,Spain,Male,39,3
4815,15615896,Chienezie,621,Spain,Male,39,8
4816,15737647,Obioma,775,Germany,Female,77,6
4817,15582841,Butusov,600,France,Male,29,8
4818,15760090,Pisano,640,France,Male,28,7
4819,15588587,Stetson,752,France,Female,36,1
4820,15683157,Waring,613,France,Male,26,4
4821,15694209,Fanucci,484,France,Female,32,3
4822,15655875,Thao,511,France,Female,33,3
4823,15805704,Murphy,745,France,Female,32,2
4824,15744789,McConnell,786,Spain,Female,32,6
4825,15799357,Armfield,727,France,Male,35,5
4826,15726153,Fanucci,622,France,Male,31,5
4827,15713346,Panina,794,France,Male,24,10
4828,15665053,Nixon,636,Spain,Male,52,4
4829,15592379,Walker,741,Spain,Female,42,9
4830,15692599,Chiemela,687,France,Male,34,5
4831,15620758,Martel,660,Spain,Male,30,4
4832,15637428,Briggs,660,France,Male,35,7
4833,15808389,Iheatu,617,France,Female,79,7
4834,15807003,Jennings,762,France,Male,32,10
4835,15702912,Ch'en,752,Spain,Female,35,2
4836,15590623,Kovalyov,561,Spain,Male,34,4
4837,15728078,Yeh,609,France,Male,26,10
4838,15708256,Chien,803,France,Male,28,3
4839,15582335,Brown,556,France,Female,40,9
4840,15649150,Buddicom,531,France,Female,53,5
4841,15691647,McGregor,411,France,Female,35,2
4842,15668270,Thompson,587,Germany,Female,44,5
4843,15624820,Ross,683,Spain,Male,56,7
4844,15736254,Ch'ang,654,France,Male,29,2
4845,15720814,Warren,670,Germany,Female,36,2
4846,15642997,Uspenskaya,655,France,Female,36,2
4847,15693200,King,752,France,Female,36,7
4848,15624596,Trentini,534,France,Female,23,5
4849,15807167,Konovalova,635,France,Male,42,1
4850,15660301,Dellucci,491,Germany,Male,70,6
4851,15593094,Goddard,516,France,Male,27,9
4852,15618239,Neumann,530,France,Female,48,0
4853,15574137,Ch'in,687,Spain,Male,35,3
4854,15614740,Walters,684,France,Female,41,6
4855,15574071,Muravyova,706,Germany,Male,23,2
4856,15671148,Barry,490,Germany,Male,33,5
4857,15721921,Woolnough,796,France,Male,44,8
4858,15717995,Keen,849,France,Male,27,0
4859,15632050,Liebe,779,France,Female,41,10
4860,15647111,White,794,Spain,Female,22,4
4861,15759991,Hunter,748,Spain,Male,36,4
4862,15790204,Myers,663,Spain,Female,22,9
4863,15686780,Rogova,645,Spain,Female,55,1
4864,15640491,Raff,464,France,Female,33,10
4865,15783225,Cocci,737,France,Male,54,9
4866,15734438,Kanayochukwu,590,France,Female,29,4
4867,15688760,Obialo,522,Germany,Female,37,3
4868,15768124,Liu,648,France,Female,34,3
4869,15661330,Gilbert,754,France,Male,37,6
4870,15781272,Coles,669,France,Male,50,4
4871,15573888,Ponomaryov,648,Germany,Female,43,1
4872,15575858,Bergamaschi,763,France,Male,40,3
4873,15645937,Guerin,790,Spain,Male,32,3
4874,15702337,Sinclair,581,France,Male,37,7
4875,15764537,Dominguez,703,France,Male,43,8
4876,15619616,Costa,571,France,Female,33,9
4877,15585133,Wei,657,Spain,Female,27,8
4878,15573971,Mills,737,France,Male,44,7
4879,15579433,Pugh,793,Spain,Male,29,8
4880,15777045,Price,783,Spain,Female,44,3
4881,15611580,Wood,751,Spain,Male,33,4
4882,15614778,Robertson,579,France,Male,31,6
4883,15771750,Sawtell,655,Germany,Female,36,10
4884,15593280,Yuryeva,614,Germany,Male,43,8
4885,15569274,Pisano,678,Germany,Male,49,2
4886,15654408,Kharitonova,562,Spain,Male,41,5
4887,15657468,Simmons,711,Germany,Female,53,5
4888,15614213,Muramats,620,France,Male,37,0
4889,15589869,Tang,437,France,Male,49,9
4890,15693205,Peng,691,Germany,Female,41,8
4891,15797113,Bevan,552,Spain,Female,34,4
4892,15676958,Zito,765,Germany,Male,34,5
4893,15739592,Sokolov,707,Germany,Female,51,10
4894,15656263,Teng,764,Spain,Male,29,5
4895,15636872,Amadi,585,France,Female,32,8
4896,15589435,Davide,784,France,Male,31,7
4897,15640464,Parkes,605,France,Male,41,5
4898,15723851,Mazzanti,699,Spain,Male,40,2
4899,15722122,Findlay,544,France,Female,40,7
4900,15696852,Hsu,803,France,Female,32,9
4901,15634936,Chukwukadibia,735,France,Male,41,7
4902,15575935,Baxter,673,France,Male,59,0
4903,15634491,Kung,652,France,Male,30,2
4904,15628530,Booth,694,France,Male,42,3
4905,15678720,Evans,741,France,Female,44,7
4906,15627999,Kung,590,Spain,Male,30,3
4907,15571244,Tung,809,Spain,Female,33,3
4908,15739931,Yuan,523,France,Male,34,2
4909,15806256,Jackson,540,France,Male,48,2
4910,15787258,Ross,596,Spain,Female,29,6
4911,15706463,Yang,597,France,Female,36,9
4912,15691004,Yu,407,Spain,Male,37,1
4913,15792228,Onwumelu,748,France,Male,60,0
4914,15733447,Gay,562,France,Female,51,1
4915,15679062,Morrison,734,Germany,Female,47,10
4916,15594409,Belov,710,France,Male,45,1
4917,15613816,Mao,539,Spain,Female,39,6
4918,15681991,Walsh,542,France,Male,32,7
4919,15796074,Bruno,717,France,Female,36,2
4920,15625941,Gray,682,Spain,Female,50,10
4921,15615016,Maurer,515,France,Male,33,2
4922,15748414,Chiang,526,Spain,Female,33,8
4923,15751203,Cattaneo,702,France,Male,26,5
4924,15662658,Grieve,651,Germany,Male,34,2
4925,15574868,Lowell,792,Germany,Male,36,5
4926,15790282,Trentino,817,Germany,Male,58,3
4927,15762927,Sung,674,Germany,Female,36,6
4928,15803456,Yen,641,France,Female,40,9
4929,15771857,Philipp,513,Spain,Male,39,7
4930,15700601,Dynon,561,France,Male,34,1
4931,15569670,Alexeyeva,627,Germany,Male,30,6
4932,15772341,Hs?eh,682,Germany,Male,81,6
4933,15661548,Ferri,683,France,Female,29,0
4934,15787597,Hsu,420,Germany,Female,31,1
4935,15806913,Bishop,670,France,Female,54,2
4936,15804862,Toscani,505,Germany,Male,43,6
4937,15792986,T'ao,580,Germany,Male,24,1
4938,15625632,Philip,577,France,Male,36,3
4939,15727703,Li Fonti,773,Germany,Male,34,10
4940,15606273,Rene,616,France,Male,37,5
4941,15799652,Daigle,763,France,Female,38,0
4942,15715047,Joshua,640,Spain,Male,43,9
4943,15784687,Simmons,592,France,Male,36,1
4944,15615322,Jamieson,528,Spain,Male,43,7
4945,15722072,Hou,630,France,Male,53,5
4946,15646784,Cochran,529,France,Female,31,2
4947,15644692,Bibb,546,France,Female,47,8
4948,15670354,Jen,753,France,Female,62,6
4949,15716357,Corran,772,Spain,Female,39,4
4950,15786717,He,567,France,Male,36,1
4951,15771383,Loggia,628,Germany,Female,45,6
4952,15649793,Lovely,658,France,Male,20,7
4953,15731543,Becker,679,Spain,Male,58,9
4954,15684516,Plascencia,629,Spain,Male,34,1
4955,15677249,Somadina,731,Spain,Male,42,9
4956,15581525,Walker,775,Germany,Male,33,3
4957,15628420,Alekseeva,660,Spain,Male,33,2
4958,15600478,Watson,752,France,Male,39,3
4959,15594502,Zotov,655,France,Male,37,6
4960,15784361,Williamson,543,Spain,Female,46,5
4961,15767626,Carpenter,811,France,Male,42,10
4962,15632521,Cattaneo,689,Germany,Male,45,0
4963,15665088,Gordon,531,France,Female,42,2
4964,15652084,Boni,515,France,Male,40,0
4965,15574761,Lynch,466,France,Female,41,3
4966,15729515,McCarthy,782,France,Male,36,1
4967,15682070,Davies,611,France,Male,64,9
4968,15743817,Hargreaves,621,Germany,Male,40,8
4969,15572158,Blackburn,604,Spain,Male,41,3
4970,15584477,K?,655,Spain,Female,35,1
4971,15614893,Meng,689,Spain,Male,38,2
4972,15665963,Cattaneo,681,Spain,Male,30,2
4973,15612524,Hunt,643,Germany,Male,41,2
4974,15596962,Owens,617,France,Female,24,4
4975,15744942,Steele,638,Spain,Female,55,2
4976,15573278,Kennedy,743,France,Male,39,6
4977,15717056,Pan,828,Germany,Female,25,7
4978,15795881,Alexander,776,Spain,Male,35,8
4979,15758939,Bray,540,Germany,Male,35,7
4980,15792250,Nnabuife,616,Germany,Female,45,4
4981,15740406,Padovesi,628,Germany,Male,38,10
4982,15768137,Bray,667,Spain,Female,23,6
4983,15569120,Lucas,615,France,Male,30,7
4984,15723721,Tinline,543,France,Male,30,4
4985,15777122,Esomchi,553,France,Female,31,4
4986,15742681,Liao,554,Germany,Male,26,4
4987,15582090,Iroawuchi,684,Spain,Female,36,4
4988,15711254,Retana,452,France,Female,35,7
4989,15775067,Fang,606,France,Male,47,3
4990,15602851,Ozioma,629,France,Male,40,9
4991,15802857,Robson,659,Spain,Female,33,8
4992,15701175,Bruno,493,France,Female,33,8
4993,15783019,Price,794,France,Female,62,9
4994,15728912,Swanson,554,France,Female,44,6
4995,15585580,Chang,796,Germany,Female,52,9
4996,15583480,Morgan,807,France,Female,36,4
4997,15620341,Nwebube,500,Germany,Male,44,9
4998,15613886,Trevisan,722,Spain,Male,43,1
4999,15792916,Ositadimma,559,Spain,Female,40,7
5000,15710408,Cunningham,584,Spain,Female,38,3
5001,15598695,Fields,834,Germany,Female,68,9
5002,15649354,Johnston,754,Spain,Male,35,4
5003,15737556,Vasilyev,590,France,Male,43,7
5004,15671610,Hooper,740,France,Male,36,7
5005,15625092,Colombo,502,Germany,Female,57,3
5006,15741032,Tsao,733,France,Male,48,5
5007,15750014,Chikere,755,Germany,Female,37,0
5008,15784761,Ballard,554,Spain,Female,46,7
5009,15768359,Akhtar,534,France,Male,36,4
5010,15805769,O'Loughlin,656,Spain,Male,33,4
5011,15719508,Davis,575,Germany,Male,49,7
5012,15609011,Barry,480,Spain,Male,47,8
5013,15703106,K'ung,575,France,Male,40,5
5014,15626795,Gorman,672,France,Female,40,3
5015,15773731,John,758,Spain,Female,35,5
5016,15756196,Tsou,682,France,Male,50,6
5017,15687903,Okonkwo,501,France,Female,29,8
5018,15777599,Esposito,746,Germany,Male,34,6
5019,15754577,Boni,556,France,Female,51,8
5020,15584113,Pratt,823,Germany,Female,53,4
5021,15669589,Page,491,Germany,Female,68,1
5022,15632793,Wilkinson,638,France,Female,29,9
5023,15711130,Tseng,734,France,Male,45,2
5024,15615254,Clark,555,France,Male,40,10
5025,15720583,Finch,745,Germany,Female,44,0
5026,15780432,Shen,728,France,Male,37,3
5027,15673223,Hou,626,France,Male,44,10
5028,15807989,Wall,681,Germany,Male,37,8
5029,15761168,Manna,478,France,Female,38,4
5030,15651272,Reyes,709,France,Male,38,5
5031,15812832,Jideofor,562,Germany,Male,33,8
5032,15680517,Sal,769,Germany,Female,34,7
5033,15750569,Iweobiegbunam,684,Germany,Female,46,3
5034,15690743,Shao,536,France,Female,61,8
5035,15627741,Heath,631,Germany,Female,29,2
5036,15712121,Chidimma,657,Spain,Male,34,5
5037,15805429,Murray,699,Germany,Male,59,3
5038,15814923,Sullivan,606,Spain,Male,38,7
5039,15589230,Wu,612,France,Female,63,2
5040,15775490,Downie,660,France,Female,38,5
5041,15749727,Chukwufumnanya,829,Spain,Male,50,7
5042,15619238,Allan,567,Spain,Male,29,8
5043,15593468,Findlay,850,France,Female,33,3
5044,15718454,Ch'eng,712,Spain,Female,44,2
5045,15789498,Miller,562,France,Male,30,3
5046,15744691,Tsai,755,France,Female,29,3
5047,15708289,Graham,793,Spain,Male,25,3
5048,15790412,Norton,471,Spain,Male,26,8
5049,15741416,Yegorov,707,France,Male,42,2
5050,15598894,Holt,784,Spain,Male,38,10
5051,15663294,Kao,703,France,Male,32,1
5052,15572728,Ross,704,Spain,Male,36,8
5053,15706729,Hsiao,662,France,Male,38,0
5054,15674433,Allan,636,Germany,Female,28,2
5055,15641170,Liang,640,Spain,Male,36,4
5056,15806284,Briggs,739,Spain,Male,31,1
5057,15690958,Cantrell,767,Germany,Male,23,2
5058,15606386,Wang,753,Germany,Female,46,3
5059,15682322,Aksenov,714,France,Male,37,9
5060,15579915,Glennon,707,France,Male,29,4
5061,15681928,Yancy,577,France,Female,35,4
5062,15734005,Mazzi,633,France,Female,42,1
5063,15650432,Liu,849,Germany,Male,41,10
5064,15592578,Nucci,614,Spain,Female,41,7
5065,15671243,Y?,558,France,Female,47,9
5066,15775709,Nucci,832,France,Female,27,10
5067,15702631,Tang,567,France,Female,26,2
5068,15602282,Kao,587,Germany,Female,45,8
5069,15717879,Chen,712,Spain,Female,79,5
5070,15740878,Yao,655,Spain,Female,29,9
5071,15794468,Tsou,641,France,Female,42,6
5072,15773277,Barnes,676,France,Male,35,5
5073,15572657,H?,472,France,Male,29,8
5074,15800295,Cruz,644,Germany,Male,34,9
5075,15672397,Smith,598,France,Male,38,0
5076,15684921,Onuchukwu,792,Spain,Male,25,8
5077,15720676,Bukowski,700,France,Female,37,7
5078,15731829,Simmons,616,France,Male,34,10
5079,15732672,Stewart,743,Spain,Male,35,6
5080,15692406,Gow,427,France,Male,37,5
5081,15764405,Williams,731,France,Male,29,10
5082,15757537,Francis,610,France,Female,31,6
5083,15793307,Calabresi,724,Spain,Female,41,4
5084,15660679,Chimaobim,653,Spain,Female,38,9
5085,15666856,Chikwendu,774,France,Male,49,1
5086,15687372,Padovesi,547,Germany,Male,49,8
5087,15667289,Henderson,719,Spain,Male,50,2
5088,15624641,Kharlamova,740,Spain,Male,43,9
5089,15734610,Onio,543,France,Male,42,4
5090,15631882,Yeh,688,Germany,Male,45,9
5091,15642709,Feng,474,France,Female,30,9
5092,15811026,Norman,505,Germany,Male,43,5
5093,15596303,White,688,France,Female,39,0
5094,15787255,Manfrin,650,Germany,Female,55,2
5095,15617166,Ritchie,610,France,Male,37,0
5096,15742442,Udegbulam,705,Spain,Female,46,5
5097,15758692,Kao,669,France,Female,29,7
5098,15568238,Diaz,650,Spain,Male,20,8
5099,15730353,Olisaemeka,550,Germany,Male,29,9
5100,15731555,Ross-Watt,595,Germany,Female,45,9
5101,15582404,Miller,572,Spain,Female,26,5
5102,15721462,Shubin,622,Spain,Female,58,2
5103,15632899,Nwankwo,662,Spain,Male,20,9
5104,15808526,Cartwright,783,Germany,Female,58,3
5105,15694349,Ngozichukwuka,714,Spain,Male,44,7
5106,15718465,Sadler,671,Germany,Male,51,3
5107,15682995,Azuka,600,France,Female,32,1
5108,15584776,Shen,847,Spain,Female,37,9
5109,15777772,Whittaker,650,Spain,Male,55,9
5110,15576156,Abazu,710,Spain,Female,28,6
5111,15646756,Murphy,682,France,Female,33,8
5112,15742886,Ford,642,France,Male,26,1
5113,15586135,Gratwick,536,Spain,Female,28,4
5114,15616152,Pai,754,France,Female,47,1
5115,15721460,Lorenzo,678,France,Male,60,8
5116,15727317,Brady,533,Germany,Female,49,1
5117,15649536,Wong,741,Germany,Male,38,4
5118,15754929,Douglas,757,France,Male,31,10
5119,15572051,Kennedy,721,France,Male,40,3
5120,15668142,Chang,700,France,Male,37,3
5121,15701176,Brown,663,France,Male,26,5
5122,15708422,Hsiung,677,Spain,Female,35,0
5123,15655632,MacDonald,655,France,Male,27,2
5124,15744606,Davidson,832,Spain,Male,29,8
5125,15612140,Milano,721,Spain,Female,46,7
5126,15656086,Bovee,542,Spain,Male,54,8
5127,15655298,Lewis,654,Spain,Female,54,5
5128,15644796,Dyer,821,Spain,Female,38,8
5129,15726250,Hsia,508,France,Female,38,3
5130,15764432,Hicks,588,Germany,Female,42,2
5131,15631721,Millar,691,Germany,Male,38,9
5132,15707479,Fan,664,France,Male,40,7
5133,15579826,Young,439,France,Female,66,9
5134,15668104,Kerr,479,Spain,Male,37,6
5135,15641604,Frolova,850,France,Female,55,10
5136,15587240,Vasilyev,518,France,Male,40,4
5137,15680767,Sabbatini,717,Germany,Female,64,10
5138,15601594,Ifeanacho,698,France,Female,51,6
5139,15589969,Capon,850,France,Male,34,6
5140,15703728,Chieloka,700,Spain,Male,47,4
5141,15617790,Hanson,626,France,Female,29,4
5142,15662500,Ts'ao,774,Spain,Male,32,9
5143,15778526,Bradshaw,719,Spain,Female,48,5
5144,15670584,Nkemakolam,646,Spain,Male,31,2
5145,15748069,Clunie,485,France,Female,25,3
5146,15680597,Cover,784,Germany,Male,38,1
5147,15628992,Esposito,850,Germany,Male,32,2
5148,15719624,Hodgson,669,France,Female,38,9
5149,15812767,Harvey,731,Spain,Male,70,3
5150,15689201,Dobie,721,France,Female,49,1
5151,15614716,Okwudilichukwu,515,France,Female,37,0
5152,15683618,Dyer,774,France,Female,35,3
5153,15799631,Chase,585,Spain,Male,36,10
5154,15692259,Baresi,695,France,Female,29,9
5155,15590966,Lo,729,Germany,Female,42,4
5156,15656426,Tyler,713,France,Female,42,3
5157,15675256,Ts'ui,555,Spain,Male,33,5
5158,15751185,Aparicio,699,Spain,Female,50,0
5159,15789582,Macleod,587,France,Male,55,9
5160,15651103,Sal,762,Spain,Female,69,9
5161,15672299,Yeh,510,France,Male,44,6
5162,15772250,Udegbunam,842,Spain,Male,46,9
5163,15763922,Alexandrov,608,France,Male,31,7
5164,15633870,Ozioma,850,France,Female,36,10
5165,15624323,Atkins,642,France,Male,36,4
5166,15688612,Campos,850,France,Male,33,7
5167,15694644,Wood,455,Spain,Female,43,6
5168,15587174,Kerr,726,France,Male,29,7
5169,15579559,Chienezie,544,Spain,Male,30,8
5170,15775430,Tsou,651,Germany,Male,31,7
5171,15623695,McKinnon,814,France,Female,31,4
5172,15760849,Nwachukwu,537,France,Male,39,2
5173,15813095,Nwebube,553,France,Male,37,2
5174,15705281,Burt,800,Spain,Male,38,9
5175,15812594,Ross,791,France,Male,34,7
5176,15626322,Lees,699,Spain,Female,29,9
5177,15723105,Feetham,756,France,Female,28,6
5178,15588449,Chuang,591,Spain,Female,27,5
5179,15794849,Aitken,850,Germany,Male,22,7
5180,15620000,Chambers,760,Germany,Male,34,6
5181,15799720,Coburn,569,Spain,Male,43,8
5182,15711287,Ahmed,661,Spain,Female,35,5
5183,15613102,Ogochukwu,670,France,Female,31,2
5184,15621440,Soto,694,France,Male,38,1
5185,15677146,Obiajulu,728,France,Female,28,4
5186,15801169,Yegorova,764,Germany,Female,39,9
5187,15722425,Lucchese,639,France,Male,32,9
5188,15682421,Talbot,683,France,Female,30,2
5189,15691910,Lu,663,Spain,Male,30,4
5190,15721779,Arnold,826,Spain,Male,41,5
5191,15579548,Nicholson,735,Spain,Male,36,5
5192,15681075,Chukwualuka,682,France,Female,58,1
5193,15607884,Wallace,663,France,Female,39,8
5194,15767757,Pisano,562,Spain,Female,29,9
5195,15791550,Kelly,696,France,Male,27,4
5196,15658589,Brady,850,Spain,Male,38,2
5197,15670822,Palmer,719,France,Female,22,7
5198,15629744,Tan,804,France,Female,71,8
5199,15660768,L?,604,France,Male,40,1
5200,15726310,Mordvinova,782,Spain,Female,27,3
5201,15641298,Corones,512,Germany,Male,42,9
5202,15625675,Clements,569,France,Male,36,1
5203,15713354,Morrice,597,Germany,Female,22,6
5204,15633866,Hsiung,753,Germany,Male,30,1
5205,15704231,Barrett,430,France,Female,33,8
5206,15735400,Kanayochukwu,756,France,Male,28,8
5207,15632826,Tardent,493,France,Male,38,3
5208,15751022,Bowhay,777,Germany,Female,37,10
5209,15664737,Lei,779,Spain,Female,38,7
5210,15681126,Baker,702,Spain,Female,38,2
5211,15738954,Pisano,551,France,Male,35,7
5212,15662263,Castillo,749,Germany,Male,22,4
5213,15621611,Gibson,742,Germany,Male,55,5
5214,15783752,Lindsay,752,Germany,Male,29,4
5215,15709474,Macnamara,740,Germany,Female,57,3
5216,15701280,Romano,576,France,Male,24,3
5217,15671104,Aksakova,637,Spain,Male,43,3
5218,15796434,Farnsworth,724,France,Male,28,5
5219,15781505,Giordano,685,France,Male,20,4
5220,15625819,Arnold,625,France,Female,38,7
5221,15753174,Thompson,571,Germany,Male,37,9
5222,15654067,Koch,584,Spain,Female,29,4
5223,15724719,Jones,550,France,Female,22,7
5224,15624695,Otitodilinna,662,Spain,Female,72,7
5225,15718216,Fleetwood-Smith,803,Spain,Male,43,3
5226,15586300,Chinonyelum,615,France,Male,66,7
5227,15783349,Montague,481,Spain,Male,39,1
5228,15725767,Milani,701,France,Male,23,3
5229,15791925,Palermo,751,France,Male,29,10
5230,15793585,Anderson,675,France,Male,35,8
5231,15576641,Crawford,733,Germany,Male,40,5
5232,15749519,Lin,822,France,Male,38,6
5233,15684960,Yewen,559,France,Female,46,5
5234,15591286,Simmons,731,Germany,Female,49,4
5235,15668323,Mbadiwe,678,France,Female,41,1
5236,15608528,Munro,645,France,Female,68,9
5237,15645184,Graham,701,France,Male,29,2
5238,15702566,Lombardo,554,Spain,Male,26,8
5239,15660840,Kalinin,723,France,Male,30,3
5240,15750811,Woodward,766,Germany,Male,44,3
5241,15733842,Pirozzi,597,France,Female,24,1
5242,15581526,Iweobiegbulam,574,France,Male,41,1
5243,15662751,Piazza,655,Germany,Female,40,0
5244,15684319,Baranova,780,Germany,Female,37,10
5245,15702190,Fan,672,Spain,Male,43,5
5246,15588517,Sun,717,France,Male,38,7
5247,15801863,Marino,521,France,Female,32,2
5248,15584271,Donaldson,633,France,Male,59,5
5249,15700366,Burton,669,France,Male,39,3
5250,15804038,Quinn,740,France,Male,44,9
5251,15720820,Sabbatini,462,Germany,Female,24,9
5252,15743759,Brooks,619,France,Male,39,5
5253,15749947,Black,665,France,Female,44,7
5254,15670496,Schwartz,655,Spain,Female,27,9
5255,15746664,Ts'ui,463,Spain,Male,20,8
5256,15745533,Sargent,799,France,Female,63,1
5257,15761497,Udinesi,713,Spain,Female,48,1
5258,15628600,Lee,807,Germany,Female,31,1
5259,15627002,Taylor,728,France,Male,38,1
5260,15614635,Kepley,582,France,Male,52,2
5261,15731281,Ozuluonye,704,Germany,Female,35,3
5262,15814022,Lassetter,714,France,Female,26,9
5263,15659194,Mishina,628,France,Male,30,8
5264,15745030,Trevisano,809,Germany,Male,41,1
5265,15691817,Iloerika,547,Spain,Female,44,5
5266,15707488,Tan,560,France,Female,27,5
5267,15784700,Chikelu,811,France,Male,31,7
5268,15710397,Lin,584,France,Male,26,4
5269,15687648,Nicholson,691,France,Male,28,1
5270,15732281,Ugoji,680,Germany,Male,34,6
5271,15607230,Michel,588,Germany,Male,33,9
5272,15567630,Bruce,721,Germany,Male,40,6
5273,15587507,Feng,850,France,Male,47,6
5274,15733904,McDonald,529,France,Male,32,9
5275,15709511,Watt,622,France,Male,43,8
5276,15579616,Goodwin,683,France,Female,42,8
5277,15694852,Arcuri,575,France,Male,29,4
5278,15589924,Rapuluolisa,577,Spain,Female,40,1
5279,15799300,Kao,510,Germany,Male,31,0
5280,15731330,Tsui,652,Spain,Female,40,7
5281,15694129,Summers,569,Germany,Female,28,3
5282,15620372,Cross,687,Spain,Male,31,3
5283,15744622,Osorio,822,France,Male,32,8
5284,15799815,Bobrov,656,Germany,Female,23,4
5285,15759250,Barnett,745,Germany,Male,51,3
5286,15732643,Pike,386,Spain,Female,53,1
5287,15690540,Gearheart,684,Spain,Female,41,1
5288,15803078,Bruno,635,Spain,Female,38,1
5289,15652180,Egobudike,582,France,Male,30,2
5290,15741195,Okechukwu,613,Spain,Male,19,5
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9
5292,15575510,Milanesi,659,France,Female,32,2
5293,15732610,Ahern,745,France,Female,28,6
5294,15602909,Dickson,604,Spain,Female,41,10
5295,15734058,Anayochukwu,509,Germany,Male,32,9
5296,15801788,McDonald,706,Germany,Female,29,6
5297,15702462,Fiorentini,619,Spain,Female,44,6
5298,15683416,Russo,572,Germany,Male,51,8
5299,15794187,Young,695,France,Male,36,6
5300,15792989,Bianchi,543,France,Female,71,1
5301,15613734,Fallaci,640,France,Female,33,6
5302,15606177,Crawford,672,France,Male,39,2
5303,15636700,Marsh,701,France,Male,39,9
5304,15645766,Kosisochukwu,634,Spain,Male,25,9
5305,15671345,Piccio,531,Spain,Female,42,6
5306,15652469,Nevels,699,France,Male,27,1
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9
5308,15728706,Amaechi,534,France,Female,49,7
5309,15735439,P'an,449,Spain,Female,31,1
5310,15778696,Ikemefuna,684,Spain,Female,36,5
5311,15624744,Tai,622,Germany,Male,42,9
5312,15584338,Winn,714,France,Female,40,0
5313,15726178,Hardy,712,Spain,Female,48,8
5314,15794939,Chiu,783,France,Female,72,5
5315,15788068,Lopez,743,Germany,Male,45,10
5316,15572956,Steen,683,France,Male,36,5
5317,15780386,Ferri,654,Spain,Male,40,5
5318,15791114,Yegorova,700,France,Male,37,1
5319,15708046,Knowles,744,Spain,Male,31,0
5320,15719779,May,645,Germany,Male,25,1
5321,15591550,Bianchi,525,Spain,Male,36,3
5322,15639368,Pipes,732,France,Male,25,0
5323,15699830,Doherty,721,France,Female,40,7
5324,15569264,Yobanna,622,France,Male,32,5
